"# Program:featureCounts v2.0.1; Command:""featureCounts"" ""-p"" ""-B"" ""-s"" ""2"" ""-t"" ""gene"" ""-g"" ""locus_tag"" ""-a"" ""00_genome/genomic.gff"" ""-o"" ""HCA_featureCounts_2021.txt"" ""bams/aAWT_B_noglu_24_S19_SP_sorted.bam"" ""bams/aBWT_C_noglu_24_S20_SP_sorted.bam"" ""bams/aCWT_D_noglu_24_S21_SP_sorted.bam"" ""bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam"" ""bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam"" ""bams/HCA_ref_RNA_S7_S1_sorted.bam"" ""bams/JTrmB_A_glu_48_S45_S1_sorted.bam"" ""bams/LTrmB_C_glu_48_S8_S1_sorted.bam"" ""bams/NTrmB_A_noglu_48_S9_S1_sorted.bam"" ""bams/OTrmB_B_noglu_48_S24_S1_sorted.bam"" ""bams/QTrmB_D_noglu_48_S10_S1_sorted.bam"" ""bams/RWT_A_glu_24_S41_S1_sorted.bam"" ""bams/SWT_B_glu_24_S16_SP_sorted.bam"" ""bams/TWT_C_glu_24_S17_SP_sorted.bam"" ""bams/UWT_D_glu_24_S46_S1_sorted.bam"" ""bams/VTrmB_A_glu_24_S25_S1_sorted.bam"" ""bams/WTrmB_B_glu_24_S11_S1_sorted.bam"" ""bams/XTrmB_C_glu_24_S26_S1_sorted.bam"" ""bams/YTrmB_D_glu_24_S18_SP_sorted.bam"" ""bams/ZWT_A_noglu_24_S47_S1_sorted.bam"" "																									
Geneid	Chr	Start	End	Strand	Length	bams/aAWT_B_noglu_24_S19_SP_sorted.bam	bams/aBWT_C_noglu_24_S20_SP_sorted.bam	bams/aCWT_D_noglu_24_S21_SP_sorted.bam	bams/aFTrmB_C_noglu_24_S48_S1_sorted.bam	bams/HCA_ref_RNA_S7_S1_sorted.bam	bams/aGTrmB_D_noglu_24_S42_S1_sorted.bam	bams/JTrmB_A_glu_48_S45_S1_sorted.bam	bams/LTrmB_C_glu_48_S8_S1_sorted.bam	bams/NTrmB_A_noglu_48_S9_S1_sorted.bam	bams/OTrmB_B_noglu_48_S24_S1_sorted.bam	bams/QTrmB_D_noglu_48_S10_S1_sorted.bam	bams/RWT_A_glu_24_S41_S1_sorted.bam	bams/SWT_B_glu_24_S16_SP_sorted.bam	bams/TWT_C_glu_24_S17_SP_sorted.bam	bams/UWT_D_glu_24_S46_S1_sorted.bam	bams/VTrmB_A_glu_24_S25_S1_sorted.bam	bams/WTrmB_B_glu_24_S11_S1_sorted.bam	bams/XTrmB_C_glu_24_S26_S1_sorted.bam	bams/YTrmB_D_glu_24_S18_SP_sorted.bam	bams/ZWT_A_noglu_24_S47_S1_sorted.bam
HAH_RS00675	NC_015948.1	128986	129372	+	387	420	951	964	713	472	686	958	874	451	780	290	759	1105	1125	874	1134	780	936	1098	736
HAH_RS00680	NC_015948.1	129414	130883	-	1470	1049	2299	3186	1722	3268	1468	1510	2139	2183	2087	923	1557	2337	2628	2786	1751	1790	1921	2164	2421
HAH_RS00685	NC_015948.1	130968	131414	+	447	1131	2537	3035	958	1628	848	1894	1455	753	962	401	1932	2272	2377	2560	2162	2040	2012	2389	2314
HAH_RS00690	NC_015948.1	131404	131649	-	246	539	1275	1359	827	898	838	1914	1598	530	1070	297	1152	1471	1473	1418	1880	1138	1403	1656	1114
HAH_RS00695	NC_015948.1	131766	134168	+	2403	8981	18900	20663	17497	16070	16337	11702	14522	18049	17449	8198	11686	17399	19906	21235	13620	14388	14982	16698	17298
HAH_RS00700	NC_015948.1	134168	134695	+	528	1662	3553	3924	3037	3239	2536	2184	2727	2873	3057	1388	2043	2962	3587	3817	2572	2681	2798	3055	3484
HAH_RS00705	NC_015948.1	134734	135021	+	288	265	586	410	762	304	502	965	801	260	800	204	462	663	532	366	733	428	519	725	512
HAH_RS00710	NC_015948.1	135018	136322	+	1305	551	1032	951	1277	624	786	1476	1463	538	1132	356	842	1154	892	768	1054	842	862	1218	983
HAH_RS00715	NC_015948.1	136399	137241	+	843	745	1403	1592	1705	1790	1682	1506	1779	1343	1616	592	1091	1665	1825	1860	1423	1362	1430	1717	1449
HAH_RS00720	NC_015948.1	137242	137787	-	546	17308	35618	35322	26887	21006	28427	26079	23839	19364	22504	11023	20228	27630	27328	29838	21509	23493	25647	30759	30901
HAH_RS00725	NC_015948.1	138088	138387	+	300	7417	18837	19785	10968	2102	7791	36711	16644	12385	13733	4711	12360	12295	14064	17158	10887	11858	14494	18797	14920
HAH_RS00730	NC_015948.1	138395	138952	+	558	14008	36639	34133	20598	3466	17059	61697	26539	24959	23114	10549	21739	23564	26167	32466	23223	21469	24897	32570	28578
HAH_RS00735	NC_015948.1	138998	139543	+	546	7342	16855	15137	8380	4495	6467	29928	15584	8020	8181	3630	11475	12992	15072	16156	11113	12849	14237	17329	13405
HAH_RS00740	NC_015948.1	139547	140971	+	1425	13771	31079	27843	16003	8380	13023	51018	24769	16462	14896	7666	20400	24902	27377	29014	19685	23049	23904	30375	25660
HAH_RS00745	NC_015948.1	141011	141472	+	462	304	554	569	452	403	349	1716	1267	361	574	184	453	715	740	767	503	568	655	726	523
HAH_RS00750	NC_015948.1	141481	141705	-	225	326	595	386	385	735	241	1206	1388	116	267	78	876	1548	1267	878	980	1481	1354	1654	426
HAH_RS00755	NC_015948.1	142016	143698	-	1683	97840	230213	152017	78696	148510	84951	120988	125494	64236	57235	30027	231841	259538	302988	334535	264264	289662	250072	355989	134902
HAH_RS00760	NC_015948.1	143845	144897	-	1053	5578	11515	12169	4408	18842	3481	9685	9097	3874	4894	1780	7572	9072	9327	10673	8553	7835	7683	10052	10410
HAH_RS00765	NC_015948.1	144995	145969	-	975	5335	11115	11777	9846	7819	9637	11154	10965	7011	8978	3738	8010	10319	10652	11431	9204	9142	9461	11246	10463
HAH_RS19795	NC_015948.1	146124	146297	+	174	1973	4005	2831	932	909	740	20365	9498	460	1075	273	4707	6061	3534	1385	7357	4503	4438	6667	3652
HAH_RS00770	NC_015948.1	146284	147018	-	735	792	1922	1982	1390	1420	1120	1475	1779	740	1343	378	1649	2376	2801	2261	1956	2051	2113	2229	1678
HAH_RS00775	NC_015948.1	147015	147953	-	939	3034	6610	6939	3096	6936	2269	5212	6239	1479	2868	859	7139	11500	13377	8860	9218	9682	9831	11071	6184
HAH_RS00780	NC_015948.1	148008	148994	-	987	7333	15924	13593	8458	12518	7103	8659	9293	10322	9706	4610	13266	20358	22638	13962	13798	19426	17544	21335	12748
HAH_RS00785	NC_015948.1	149105	149308	+	204	370	755	852	549	429	463	1086	1065	377	712	210	530	759	692	733	628	600	693	871	631
HAH_RS00790	NC_015948.1	149313	150296	-	984	556	1073	1717	1181	653	1640	2840	4717	2142	4393	1623	1120	2632	2772	2568	1258	1524	2137	1585	897
HAH_RS00795	NC_015948.1	150398	150742	+	345	83	196	219	275	152	216	232	266	762	1376	496	155	215	218	205	180	153	197	212	186
HAH_RS00800	NC_015948.1	150744	151073	+	330	76	124	117	230	64	191	110	86	745	972	404	78	95	107	89	102	66	96	86	132
HAH_RS00805	NC_015948.1	151070	151363	+	294	51	126	108	140	65	104	65	73	371	614	228	58	58	82	52	62	67	84	102	100
HAH_RS00810	NC_015948.1	151420	151614	-	195	13935	34665	37397	23603	31839	22121	43731	47638	17784	27846	6776	42111	53062	98300	129893	54803	49729	53567	66831	42764
HAH_RS00815	NC_015948.1	151776	153503	+	1728	2902	6371	6969	6584	4260	6397	3846	3732	5111	5161	2506	3209	4346	4715	5194	3429	3818	3887	4621	6313
HAH_RS00820	NC_015948.1	153688	154788	-	1101	1864	3332	3979	6185	4338	4273	1794	2795	5487	6285	2386	1752	2629	3246	3808	1969	2326	2424	2743	3755
HAH_RS00825	NC_015948.1	154781	155938	-	1158	2472	5020	6160	7842	6075	6742	3118	4513	7788	8734	3567	2704	4098	5107	6404	2801	3319	3699	3955	5331
HAH_RS00830	NC_015948.1	156029	156922	-	894	452	964	1055	785	670	682	889	973	301	624	211	798	1105	1246	1107	1054	883	1045	1212	839
HAH_RS00835	NC_015948.1	157050	157928	+	879	3552	7236	8117	10100	4455	8351	8169	9506	5494	8345	3295	5201	6802	7075	8051	5694	6293	6650	7941	6725
HAH_RS00840	NC_015948.1	158429	159046	+	618	1001	2231	2292	1873	1336	1675	2281	2024	1461	2044	724	1517	1938	2065	2120	1843	1605	1762	2188	1972
HAH_RS00845	NC_015948.1	159180	160229	+	1050	8785	21158	23720	23508	11123	24385	24394	24115	27221	26756	12657	25923	31386	35282	36588	21922	23050	30564	30922	17779
HAH_RS00850	NC_015948.1	160655	161707	-	1053	8878	19175	19505	18524	14988	19189	17406	18979	15525	19741	8426	12944	18735	20309	19677	15927	15713	17445	18654	18221
HAH_RS00855	NC_015948.1	161732	162745	-	1014	1656	4082	4297	2457	1863	2068	2118	1825	1586	1874	767	2368	3450	3579	3239	2914	2755	2739	3493	3113
HAH_RS00860	NC_015948.1	162884	163789	+	906	2890	6063	6510	7452	3625	7027	4619	4527	4671	6504	2581	3570	4633	4700	4904	3450	4014	4139	5233	5670
HAH_RS00865	NC_015948.1	163841	164548	+	708	537	1112	1058	1368	636	1043	1455	1420	610	1144	405	844	1131	1014	939	971	943	976	1268	1072
HAH_RS00870	NC_015948.1	164622	165308	+	687	4135	8930	9216	8019	7461	7060	6555	7176	6787	9009	3217	5303	6341	6890	7444	4160	6057	6241	7521	8488
HAH_RS00875	NC_015948.1	165305	165715	+	411	1865	3801	3767	2966	3816	2679	2977	3485	2497	3535	1249	2257	3303	3203	3342	2799	2850	3130	3691	3646
HAH_RS00880	NC_015948.1	165831	166118	-	288	723	1555	2093	14119	175	15610	186	220	9159	19958	8092	147	194	233	472	349	223	261	353	1279
HAH_RS00885	NC_015948.1	166265	167041	+	777	1740	4213	3706	3280	1959	3530	2542	2307	3069	3549	1729	1897	2611	2739	2836	2487	2073	2386	2656	3443
HAH_RS19800	NC_015948.1	167096	167260	+	165	1575	4524	3992	3282	2284	3286	8411	6329	1667	4882	918	3185	4233	4492	3882	4414	2878	3867	4928	4564
HAH_RS00890	NC_015948.1	167362	167829	+	468	644	1502	1259	580	708	413	4962	5451	336	785	195	1578	2262	1983	1579	2163	1839	2111	2254	1210
HAH_RS00895	NC_015948.1	167853	168569	-	717	4222	8239	8571	6765	3250	6429	4176	4528	4946	6567	2733	2586	3747	3265	3234	3439	3111	3502	4034	7388
HAH_RS19805	NC_015948.1	168742	168879	-	138	16378	38855	26793	539	648	385	4228	2074	293	684	156	1638	1893	1681	1192	2384	1317	1742	2134	35883
HAH_RS00900	NC_015948.1	168954	169139	-	186	159	380	384	187	310	95	340	212	132	207	53	389	371	605	652	508	285	365	417	499
HAH_RS00905	NC_015948.1	169146	169940	-	795	2605	6203	7836	2760	5103	2496	3311	2973	2939	2729	1394	4435	5543	7561	9424	5902	4645	5439	6145	5983
HAH_RS00910	NC_015948.1	170059	171042	-	984	2535	6282	7902	4265	4949	3660	1910	2296	3289	4528	1855	2619	3603	5534	6696	3307	3237	3383	3744	5890
HAH_RS00915	NC_015948.1	171073	172368	-	1296	3120	5997	4273	4172	2790	3989	4653	4585	2261	3124	1144	3105	4227	3527	2748	3233	3584	3703	4306	3983
HAH_RS00920	NC_015948.1	172476	172763	-	288	1132	2596	1676	1270	264	811	5627	3107	672	1565	539	1370	1989	919	553	1997	1537	1626	2421	1736
HAH_RS00925	NC_015948.1	172930	173367	+	438	13	47	55	11	41	9	34	47	2	17	2	19	40	53	43	39	32	34	64	44
HAH_RS00930	NC_015948.1	173377	174096	+	720	2014	4071	4937	7016	3958	6533	2973	3897	4515	6297	2649	2410	3719	3981	4706	3103	3141	3278	3852	4177
HAH_RS00935	NC_015948.1	174181	174432	-	252	357	701	637	144	149	77	2219	1145	109	148	52	872	917	640	454	1041	921	832	1294	571
HAH_RS00940	NC_015948.1	174553	175269	+	717	269	550	520	236	342	186	673	553	120	261	90	365	454	385	366	345	430	431	512	499
HAH_RS00945	NC_015948.1	175279	178053	-	2775	4265	9282	9315	12509	6530	11754	4202	4781	9754	10079	4611	4418	5888	6530	7152	4733	5197	5187	5884	8975
HAH_RS00950	NC_015948.1	178179	178568	+	390	2899	6810	6612	1508	1410	1045	4481	2741	1214	1544	609	4678	5356	5003	4015	5829	4630	5060	6546	5730
HAH_RS00955	NC_015948.1	178758	180422	+	1665	62746	140313	92323	56204	67609	63457	83396	76071	44539	40142	20732	135939	153440	156995	143453	142743	168249	148040	199377	82750
HAH_RS00960	NC_015948.1	180731	181606	-	876	904	1877	1743	2771	1547	3023	1433	1873	1377	2113	873	1009	1646	1643	1473	1086	1381	1419	1738	1639
HAH_RS00965	NC_015948.1	181683	182678	+	996	374	648	629	730	553	564	1308	1169	249	641	169	536	888	668	591	607	738	707	860	575
HAH_RS00970	NC_015948.1	182679	182900	-	222	1429	3310	3109	1434	876	934	3691	3278	839	1558	518	3270	4089	3551	2983	3940	3866	3894	4928	2299
HAH_RS19810	NC_015948.1	182947	183114	-	168	156	350	417	511	156	308	635	330	210	578	142	547	643	809	823	762	528	640	832	323
HAH_RS00975	NC_015948.1	183114	183299	-	186	94	253	241	347	100	197	451	231	115	311	93	425	371	617	643	509	326	424	546	196
HAH_RS00980	NC_015948.1	183498	184889	+	1392	2962	5603	4244	3003	2194	2481	5837	4494	1882	2690	1231	3164	3794	2448	1536	3324	3586	3216	4176	4674
HAH_RS00985	NC_015948.1	185043	187730	+	2688	14289	30286	31612	31143	25233	31206	15285	16547	32799	26106	14147	18245	23664	27721	27905	18668	21716	21881	24893	26666
HAH_RS00990	NC_015948.1	187760	188212	-	453	1070	2458	2181	1596	888	1532	3155	2123	1192	1714	604	2378	2832	2338	1800	2735	2635	2552	3279	1881
HAH_RS00995	NC_015948.1	188215	188622	-	408	1021	2355	2129	1426	934	1390	2951	2032	1005	1542	574	1990	2446	2240	1682	2357	2238	2231	2942	1792
HAH_RS01000	NC_015948.1	188684	189499	-	816	1659	3404	2764	1811	1489	1728	2312	1646	1212	1573	719	2086	2778	2115	1347	2196	2394	2194	2684	2863
HAH_RS01005	NC_015948.1	189724	190056	+	333	470	1014	1032	422	1083	308	3013	1885	413	592	215	2289	2386	2361	1998	2381	2094	2233	2622	769
HAH_RS01010	NC_015948.1	190122	190751	-	630	931	1959	1995	2997	2015	3288	2664	2815	1620	2847	963	1945	2861	2799	2379	2098	2358	2349	2942	1667
HAH_RS01015	NC_015948.1	190893	192311	-	1419	10534	23992	22635	8797	13161	6830	15767	11349	7974	8913	3931	18025	20727	20215	15830	23559	19544	19448	24827	18698
HAH_RS01020	NC_015948.1	192351	192749	-	399	663	1680	1647	305	691	237	653	643	247	360	118	749	918	1076	751	827	756	752	1059	1674
HAH_RS01025	NC_015948.1	192805	194445	-	1641	16254	39702	40381	8745	5881	6690	9054	6162	3847	5195	2305	12405	14349	14582	11345	16579	14549	12870	18293	30880
HAH_RS01030	NC_015948.1	194449	195447	-	999	8710	20637	21780	5164	2939	3763	4601	3235	2029	2381	1161	6641	7141	7265	5192	6724	7712	6436	9391	16460
HAH_RS01035	NC_015948.1	195444	196550	-	1107	9492	23927	24387	6929	3392	4369	6629	4404	2505	3696	1384	8012	8656	8721	6363	9371	9358	8066	11273	18885
HAH_RS01040	NC_015948.1	196723	197652	-	930	4052	8471	7401	6729	3700	5831	9729	8287	5459	7529	3048	6348	8449	7360	6406	7119	7338	7429	9479	6865
HAH_RS01045	NC_015948.1	197808	198641	-	834	768	2162	2653	394	1150	334	3998	4384	356	460	177	5653	6879	11325	9746	7028	6132	5853	6442	1873
HAH_RS01050	NC_015948.1	198830	201199	+	2370	8070	18034	22084	7791	13897	6440	7195	7441	5779	6317	2880	8969	11256	13445	14968	10301	9869	10193	11876	18532
HAH_RS01055	NC_015948.1	201405	201644	+	240	5418	14751	15583	104350	1920	76260	11460	8998	68798	135803	45824	20357	16879	22361	19740	19097	17696	15990	23479	12483
HAH_RS01060	NC_015948.1	201915	202571	-	657	324	669	645	1017	715	950	488	574	1610	1843	689	428	688	789	669	529	609	590	611	598
HAH_RS01065	NC_015948.1	202689	203411	+	723	30	78	115	56	38	58	163	163	19	45	13	105	170	193	187	92	88	138	119	61
HAH_RS01070	NC_015948.1	203675	204709	+	1035	1458	3113	3365	2944	2360	2591	2032	2104	2374	3120	1187	1944	2757	2989	3048	2453	2179	2330	2792	2905
HAH_RS01075	NC_015948.1	204851	206500	+	1650	8820	21206	25927	10312	16991	8666	7712	9790	12204	11442	5114	9635	12689	16110	18274	9825	10856	11926	12739	22321
HAH_RS01080	NC_015948.1	206773	208284	+	1512	6224	12939	15488	13377	9867	9663	7062	9064	14168	13929	5838	7949	10896	13114	13948	8259	9371	9893	11174	13077
HAH_RS01085	NC_015948.1	208284	210026	+	1743	7366	15719	19243	14608	13274	10940	7488	10174	15916	14691	6509	10008	12508	16288	18488	9002	11843	12075	13754	16501
HAH_RS01090	NC_015948.1	210072	210551	-	480	616	1210	1134	620	1017	500	1800	1887	327	676	183	1048	1468	1401	1311	1315	1372	1447	1817	1010
HAH_RS01095	NC_015948.1	210591	211643	-	1053	2402	4832	6375	2219	8180	1717	6610	7302	3110	2721	1095	4585	6983	8165	9500	5482	5880	6163	6969	4724
HAH_RS01100	NC_015948.1	211749	211946	-	198	1778	4279	5100	1788	5675	1485	5129	4143	2630	3551	966	4152	4539	6190	8297	3929	3876	4866	5472	4022
HAH_RS01105	NC_015948.1	212195	212503	+	309	11224	25749	20254	4996	8720	4441	27772	12952	5371	7321	2430	18411	16836	12748	8320	24570	16281	15657	24004	21002
HAH_RS01110	NC_015948.1	213164	214635	+	1472	3787938	71564	467800	1485537	198613	736753	153686	99638	819857	214213	2600481	124049	285437	76051	154167	51807	286965	195830	108880	91416
HAH_RS01115	NC_015948.1	214741	214812	+	72	902	2923	4594	709	3877	523	1112	713	340	637	150	2718	1749	5838	8977	3377	1610	2063	3165	2838
HAH_RS01120	NC_015948.1	215014	217944	+	2931	4484379	1054229	2050893	2705891	284043	2113423	926093	755533	1709304	2002054	3288384	805880	834230	631787	1018506	753462	969943	788161	775197	937461
HAH_RS01125	NC_015948.1	218075	218197	+	123	1848	6101	4262	42753	2846	5617	9700	3008	1363	37567	2993	7807	31701	20890	10525	13037	6582	6635	16171	16685
HAH_RS01130	NC_015948.1	218586	218661	+	76	155	229	355	173	429	94	604	752	61	228	29	220	404	522	629	244	360	406	391	352
HAH_RS01135	NC_015948.1	219076	220188	+	1113	1890	3553	4880	3141	5050	2043	4394	6752	2018	2839	990	3223	4873	6127	6766	3524	4450	4595	4696	4156
HAH_RS01140	NC_015948.1	220199	221413	-	1215	10742	24737	22112	23144	12169	33364	6013	5584	20208	18583	8084	11466	12082	16728	19807	11320	9120	9893	11651	17732
HAH_RS01145	NC_015948.1	221506	222033	-	528	5605	12335	10400	15305	5086	19268	2762	2159	13330	14725	4890	4713	4685	6518	7115	5616	3383	3752	4583	9495
HAH_RS01150	NC_015948.1	222197	222823	+	627	26053	54480	41525	21684	24011	26384	8570	6640	25284	27664	9573	25882	22018	33144	35110	25602	15710	15948	19003	38306
HAH_RS01155	NC_015948.1	222985	223545	+	561	3673	7315	6285	7025	6585	7511	2583	2849	5373	7570	2774	4132	4781	6297	7159	3380	3208	3845	4249	6013
HAH_RS01160	NC_015948.1	223542	224681	+	1140	3846	7609	6069	9155	5322	10017	1934	2272	6595	7776	3295	3263	3633	4543	5146	2569	2860	2801	3408	5810
HAH_RS01165	NC_015948.1	224690	225835	-	1146	904	1794	2148	2836	2015	3457	1923	2444	2301	2831	1235	1197	1817	2098	2289	1238	1382	1617	1743	1908
HAH_RS01170	NC_015948.1	226011	226424	-	414	789	1461	1641	1315	1305	1343	2411	2448	608	1160	419	1053	1816	1564	1587	1262	1172	1385	1658	1466
HAH_RS01175	NC_015948.1	226504	226812	+	309	236	545	505	373	256	311	705	635	214	391	123	390	537	543	464	530	458	514	586	477
HAH_RS01180	NC_015948.1	226924	227103	+	180	719	1996	1545	1237	897	992	4322	2555	770	1603	456	2211	2492	2581	1994	2767	1869	2167	3140	1821
HAH_RS01185	NC_015948.1	227163	227495	+	333	1172	3176	2519	1289	2416	1184	7682	6143	863	1613	425	4176	5113	5565	4451	5962	4149	4616	5922	2989
HAH_RS01190	NC_015948.1	227607	228476	+	870	5047	11971	14474	12314	14593	11909	4674	5818	12255	14583	5873	6120	8234	11298	13661	6237	7440	7714	9141	13209
HAH_RS01195	NC_015948.1	228515	228742	-	228	690	1380	1759	1150	2310	854	2426	3179	983	1808	516	1481	2419	2611	2600	1893	1802	2116	2184	1496
HAH_RS01200	NC_015948.1	228941	229014	-	74	267	745	660	413	963	195	1198	902	221	768	98	586	715	876	930	689	474	640	808	905
HAH_RS01205	NC_015948.1	229049	229726	-	678	3950	8469	8848	7626	5920	6892	12437	12803	6165	8131	3017	6324	8612	7449	6961	6895	7150	7554	9418	7741
HAH_RS19815	NC_015948.1	229855	230001	-	147	4651	9372	8092	6366	12114	6025	23971	20537	5500	10039	2384	8684	10500	9896	7944	12355	9311	11902	14188	8714
HAH_RS01210	NC_015948.1	230273	230614	+	342	342	711	799	1209	751	1158	1149	1045	1003	1695	561	699	994	1218	1089	878	792	919	978	738
HAH_RS01215	NC_015948.1	230707	232470	+	1764	3779	6645	7348	9414	30072	9095	11588	13861	6957	8852	3478	5511	7256	7963	8670	6091	6967	7579	8477	7564
HAH_RS15120	NC_015948.1	232798	233272	+	475	508542	1118061	1026023	1222462	555867	1270295	1279339	950016	1004212	1559433	584071	670829	926737	816915	802108	988794	695772	755674	1071919	796144
HAH_RS01220	NC_015948.1	233334	233945	+	612	1995	4450	4978	2692	3475	2580	4916	4877	1792	2436	992	4624	6436	10055	11795	6578	5105	5526	6098	4183
HAH_RS01225	NC_015948.1	233995	236055	+	2061	3935	8139	8175	9955	5262	10155	8320	9181	8142	7928	3801	5485	7905	9379	9312	5826	6751	7287	7860	7409
HAH_RS01230	NC_015948.1	236233	236838	+	606	18655	39014	34863	17943	5741	18646	27282	21082	26304	22274	12163	33063	37426	37267	29637	41484	38697	36174	48409	31674
HAH_RS01235	NC_015948.1	236835	237632	+	798	25099	53267	46085	24056	6792	25053	32098	23581	36451	27826	16198	41824	47468	47973	36895	60509	48850	44875	61794	41705
HAH_RS01240	NC_015948.1	237625	238527	+	903	40613	83003	74548	35452	12271	37593	47681	36946	56871	42458	24914	68220	75602	75561	61357	65224	81362	72196	96370	66145
HAH_RS01245	NC_015948.1	238891	239862	+	972	34428	72057	63627	26892	10215	28509	38174	29255	41596	35132	19499	60549	66033	69203	54792	64325	69771	63201	86953	59043
HAH_RS01250	NC_015948.1	240021	240785	+	765	1772	3392	2085	317	574	281	3218	2197	356	321	164	2597	3543	2195	1364	3154	3857	3259	4345	3102
HAH_RS01255	NC_015948.1	241006	241932	+	927	34051	69092	59241	72889	9017	73597	55148	42320	67100	62064	35170	58975	69085	67218	50701	74275	74677	66856	89941	53593
HAH_RS01260	NC_015948.1	241935	243014	+	1080	30893	61812	53873	62776	8490	66679	48298	37808	56291	48746	30978	56275	67914	64997	49190	55085	69841	62587	85640	46088
HAH_RS01265	NC_015948.1	243014	243289	+	276	5965	13169	10779	13573	1503	13403	11158	7419	10622	10007	5877	12218	12749	14016	10434	14624	13813	12679	18060	10268
HAH_RS01270	NC_015948.1	243286	243945	+	660	15054	30844	26507	32702	4400	32879	24613	18571	26095	23769	14351	29207	33962	33245	24353	38777	35962	32182	44427	24172
HAH_RS01275	NC_015948.1	243942	245165	+	1224	30926	64904	55918	57742	9012	63508	46871	38057	50409	44307	28620	57812	72848	68084	50771	65610	73166	64487	90607	48794
HAH_RS01280	NC_015948.1	245192	245563	+	372	7027	14871	13167	13882	1851	14766	12147	8555	10882	9694	6328	14332	18157	18504	12975	19145	17328	15354	22524	11904
HAH_RS01285	NC_015948.1	245556	246827	+	1272	26335	54829	48334	46336	7610	54877	36416	29569	39271	36047	23618	52149	70328	65257	46391	74555	67754	58153	82254	41893
HAH_RS01290	NC_015948.1	246977	247645	+	669	861	1589	1139	729	297	557	3149	2678	389	543	212	2504	3247	2949	1687	3619	3260	2942	3867	1122
HAH_RS01295	NC_015948.1	247658	248371	-	714	24428	57684	55193	53473	6470	46268	34902	33808	48104	61367	26472	48815	63372	69118	67104	68522	55430	52415	69104	46481
HAH_RS01300	NC_015948.1	248371	248577	-	207	5536	12963	13491	11589	1593	11184	11932	8528	12225	14287	6753	14082	14400	18458	20372	14458	13104	13434	18030	12675
HAH_RS01305	NC_015948.1	248647	250809	-	2163	34397	78417	66874	33402	7779	34643	49044	41509	25949	26477	12907	50685	61193	56602	44616	66430	57999	56112	71374	61550
HAH_RS01310	NC_015948.1	250845	254741	+	3897	101571	214985	203448	109748	26920	113189	152921	135820	107535	83221	53349	179559	209717	205218	169936	216612	204125	193118	245173	179153
HAH_RS01315	NC_015948.1	254731	255462	+	732	13983	31153	28659	12982	4124	14230	22511	19176	13376	10195	6573	28360	30519	31874	26182	32596	30721	29700	38783	27416
HAH_RS01320	NC_015948.1	255455	256216	+	762	15984	33722	32637	11941	4792	12998	24500	20966	11935	9804	6280	31470	35321	35887	29291	40768	34871	32603	42547	30018
HAH_RS01325	NC_015948.1	256233	256700	-	468	4586	9675	9015	6802	6356	5505	13399	11902	6549	8854	2962	6633	8512	7159	5613	7814	6994	7438	9275	8479
HAH_RS01330	NC_015948.1	256778	257551	-	774	39514	91785	73100	99050	7284	101016	80931	64304	95828	119447	51154	55565	69777	52761	40180	63990	65674	65088	83570	72560
HAH_RS01335	NC_015948.1	257726	258214	+	489	569	1214	985	580	800	450	1322	948	362	511	195	894	976	926	738	1081	930	907	1255	898
HAH_RS01340	NC_015948.1	258253	259464	+	1212	916	1758	1263	811	665	743	1428	1093	501	548	295	1078	1150	792	561	968	1138	972	1451	1226
HAH_RS01345	NC_015948.1	259487	260527	-	1041	12611	27855	22300	6189	10743	5242	18717	12192	6138	6748	2932	20517	21571	16935	11624	24006	17926	18728	26697	20078
HAH_RS01350	NC_015948.1	261002	261196	+	195	711	1034	1060	2342	3707	2331	2032	3589	1367	2085	838	786	1496	1284	1163	795	1195	1561	1549	1116
HAH_RS01355	NC_015948.1	261281	262000	-	720	156	360	362	87	332	67	41	59	56	94	35	50	100	162	156	43	72	79	68	296
HAH_RS01360	NC_015948.1	262004	265459	-	3456	948	1900	2213	551	2189	409	290	423	410	525	208	279	550	910	911	241	453	538	472	1729
HAH_RS01365	NC_015948.1	265802	266728	+	927	286	672	707	356	442	352	610	549	97	174	73	470	712	530	422	410	578	574	684	607
HAH_RS01370	NC_015948.1	267042	268730	+	1689	2141	4437	4283	3198	2737	3362	4725	4509	1790	1830	1026	2525	3587	2677	1850	2221	3217	3226	3460	4201
HAH_RS01375	NC_015948.1	269024	270181	-	1158	461	1002	1051	1080	481	1007	2188	1426	360	721	216	955	1375	1024	852	963	1085	1197	1360	790
HAH_RS01380	NC_015948.1	270269	271576	-	1308	620	1150	997	2248	468	2271	2248	1975	1037	1358	576	927	1450	1181	915	1138	1188	1301	1487	979
HAH_RS01385	NC_015948.1	271729	272904	-	1176	2722	5360	4935	4933	3460	4882	8499	6336	3738	4671	2066	5162	7807	7029	5791	5151	6651	6464	7840	4242
HAH_RS01390	NC_015948.1	273088	273948	-	861	475	917	786	2004	524	2453	2692	2440	819	1396	605	1049	1648	1209	1021	1024	1257	1468	1690	728
HAH_RS01395	NC_015948.1	273993	275075	-	1083	2159	4606	3422	5934	2894	6615	4806	4000	2234	3090	1372	3270	4246	3933	3560	3796	3875	3748	4941	3374
HAH_RS01400	NC_015948.1	275801	277246	-	1446	4381	9652	8746	28696	7833	34998	13811	12569	17502	19024	8338	9121	10806	11091	10812	9819	10717	11204	13815	8661
