# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "00_genome/genomic.gff" "-o" "HCA_featureCounts_2022.txt" "03_aligned_sorted/10_WT_B_S18_sorted.bam" "03_aligned_sorted/11_WT_C_S19_sorted.bam" "03_aligned_sorted/12_WT_D_S20_sorted.bam" "03_aligned_sorted/13_TRMB_A_S21_sorted.bam" "03_aligned_sorted/14_TRMB_B_S22_sorted.bam" "03_aligned_sorted/15_TRMB_C_S23_sorted.bam" "03_aligned_sorted/16_TRMB_D_S24_sorted.bam" "03_aligned_sorted/17_WT_ref_S25_sorted.bam" "03_aligned_sorted/1_WT_A_S9_sorted.bam" "03_aligned_sorted/2_WT_B_S10_sorted.bam" "03_aligned_sorted/3_WT_C_S11_sorted.bam" "03_aligned_sorted/4_WT_D_S12_sorted.bam" "03_aligned_sorted/5_TRMB_A_S13_sorted.bam" "03_aligned_sorted/6_TRMB_B_S14_sorted.bam" "03_aligned_sorted/7_TRMB_C_S15_sorted.bam" "03_aligned_sorted/8_TRMB_D_S16_sorted.bam" "03_aligned_sorted/9_WT_A_S17_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	03_aligned_sorted/10_WT_B_S18_sorted.bam	03_aligned_sorted/11_WT_C_S19_sorted.bam	03_aligned_sorted/12_WT_D_S20_sorted.bam	03_aligned_sorted/13_TRMB_A_S21_sorted.bam	03_aligned_sorted/14_TRMB_B_S22_sorted.bam	03_aligned_sorted/15_TRMB_C_S23_sorted.bam	03_aligned_sorted/16_TRMB_D_S24_sorted.bam	03_aligned_sorted/17_WT_ref_S25_sorted.bam	03_aligned_sorted/1_WT_A_S9_sorted.bam	03_aligned_sorted/2_WT_B_S10_sorted.bam	03_aligned_sorted/3_WT_C_S11_sorted.bam	03_aligned_sorted/4_WT_D_S12_sorted.bam	03_aligned_sorted/5_TRMB_A_S13_sorted.bam	03_aligned_sorted/6_TRMB_B_S14_sorted.bam	03_aligned_sorted/7_TRMB_C_S15_sorted.bam	03_aligned_sorted/8_TRMB_D_S16_sorted.bam	03_aligned_sorted/9_WT_A_S17_sorted.bam
HAH_RS00805	NC_015948.1	151070	151363	+	294	36	20	26	43	33	48	60	55	30	47	23	29	26	41	40	45	37
HAH_RS00810	NC_015948.1	151420	151614	-	195	26488	30414	16974	12422	11957	10403	13932	23584	73220	46092	30496	46481	44616	40991	57332	69074	41378
HAH_RS00815	NC_015948.1	151776	153503	+	1728	2844	3837	2359	2348	1999	2092	2457	3757	5219	4599	3087	3052	4820	4454	4281	4464	3441
HAH_RS00820	NC_015948.1	153688	154788	-	1101	2145	2227	1792	1620	1500	1330	1741	3442	4392	4665	3057	3087	4992	3054	3647	3784	2353
HAH_RS00825	NC_015948.1	154781	155938	-	1158	2683	2868	2468	2363	2244	2024	2593	5349	6080	5766	4051	3979	6375	4353	5491	4829	3314
HAH_RS00830	NC_015948.1	156029	156922	-	894	537	559	386	275	297	233	239	599	838	821	549	608	761	614	781	727	600
HAH_RS00835	NC_015948.1	157050	157928	+	879	2853	3353	2309	2562	2375	2208	2675	3563	4686	3980	2580	2740	4092	4224	3841	4360	3356
HAH_RS00840	NC_015948.1	158429	159046	+	618	1000	1333	710	713	648	636	755	1199	1604	1436	1058	992	1289	1204	1352	1252	1189
HAH_RS00845	NC_015948.1	159180	160229	+	1050	5676	7256	3680	6745	6794	7242	8395	8877	18801	15616	11045	10507	16637	13385	19471	14166	8028
HAH_RS00850	NC_015948.1	160655	161707	-	1053	10314	11906	7427	6853	6234	5926	7251	12753	20593	19154	12989	13080	19347	15126	18499	15589	12465
HAH_RS00855	NC_015948.1	161732	162745	-	1014	1147	1299	890	745	774	776	903	1430	1754	1724	1188	1239	1648	1715	1683	1772	1263
HAH_RS00860	NC_015948.1	162884	163789	+	906	2494	3406	2079	2358	2171	1839	2519	3482	4623	4376	3046	2762	4359	3514	4228	3626	3133
HAH_RS00865	NC_015948.1	163841	164548	+	708	456	594	359	326	350	219	336	600	699	722	501	476	670	480	635	631	568
HAH_RS00870	NC_015948.1	164622	165308	+	687	4098	4917	3339	2590	2488	2185	2789	6167	7306	7000	5081	4536	7170	5417	7474	6070	4927
HAH_RS00875	NC_015948.1	165305	165715	+	411	2567	3141	1966	1215	1098	1099	1194	3098	3786	3961	2952	2847	3836	2933	4361	3418	2760
HAH_RS00880	NC_015948.1	165831	166118	-	288	433	104	629	2534	2064	1828	2534	127	126	99	62	90	76	96	104	114	411
HAH_RS00885	NC_015948.1	166265	167041	+	777	1812	2259	1362	1546	1337	1336	1760	1915	2586	2392	1780	1595	2432	2117	2124	2193	2325
HAH_RS19800	NC_015948.1	167096	167260	+	165	2297	2642	2061	1921	1660	1091	1927	1920	3093	2259	1479	1655	1785	1666	2242	2852	2786
HAH_RS00890	NC_015948.1	167362	167829	+	468	595	584	376	177	197	124	152	540	695	638	726	450	564	576	795	647	573
HAH_RS00895	NC_015948.1	167853	168569	-	717	3462	3742	3161	2243	2034	1834	2282	2955	2883	2854	2256	1912	2750	2082	2541	2284	3545
HAH_RS19805	NC_015948.1	168742	168879	-	138	10546	14492	8276	336	289	211	366	490	532	344	300	217	309	304	390	403	10270
HAH_RS00900	NC_015948.1	168954	169139	-	186	225	240	176	166	182	144	166	259	396	245	154	212	213	192	218	276	263
HAH_RS00905	NC_015948.1	169146	169940	-	795	3460	3946	2260	2838	2781	2640	3580	4150	5472	4501	3127	3292	4689	4850	3994	4264	4363
HAH_RS00910	NC_015948.1	170059	171042	-	984	3084	3404	2240	1899	2168	1918	2018	4468	5268	4591	3189	3799	4814	3855	4529	4091	4040
HAH_RS00915	NC_015948.1	171073	172368	-	1296	1966	2288	1768	1550	1476	1451	1351	2389	2016	1742	1470	980	1665	1557	1453	1679	1897
HAH_RS00920	NC_015948.1	172476	172763	-	288	686	620	645	447	514	459	456	190	233	220	431	167	181	198	286	241	638
HAH_RS00925	NC_015948.1	172930	173367	+	438	23	11	11	3	5	8	4	37	19	16	14	13	14	9	20	21	6
HAH_RS00930	NC_015948.1	173377	174096	+	720	2422	2672	2103	2259	2075	2014	2242	3398	5307	4714	2996	3183	5059	4011	4092	4163	2928
HAH_RS00935	NC_015948.1	174181	174432	-	252	193	340	82	47	62	52	76	130	166	127	116	86	132	169	137	170	205
HAH_RS00940	NC_015948.1	174553	175269	+	717	150	197	141	78	82	53	79	269	178	235	246	118	227	154	241	188	160
HAH_RS00945	NC_015948.1	175279	178053	-	2775	4000	5136	3074	3694	3151	3456	3932	5804	10791	10532	6444	5534	11131	7266	7212	7940	4931
HAH_RS00950	NC_015948.1	178179	178568	+	390	1743	2677	1108	588	728	624	685	1276	1772	1519	1239	1058	1298	1462	1569	1644	1940
HAH_RS00955	NC_015948.1	178758	180422	+	1665	57644	127772	35632	37636	37660	33593	39607	66079	148594	106380	68740	65443	114360	102236	111848	110794	74600
HAH_RS00960	NC_015948.1	180731	181606	-	876	689	838	787	696	597	607	735	1234	1173	1281	1083	727	1400	1133	1374	1241	822
HAH_RS00965	NC_015948.1	181683	182678	+	996	371	352	393	254	329	265	216	419	436	435	555	232	395	280	482	349	335
HAH_RS00970	NC_015948.1	182679	182900	-	222	1435	1848	816	723	854	781	854	719	1374	1185	1027	809	1018	1220	1134	1198	1482
HAH_RS19810	NC_015948.1	182947	183114	-	168	206	195	166	317	303	304	379	140	303	230	179	129	177	183	163	260	235
HAH_RS00975	NC_015948.1	183114	183299	-	186	126	113	115	183	184	211	233	74	211	145	123	103	121	103	116	196	176
HAH_RS00980	NC_015948.1	183498	184889	+	1392	1975	2864	1426	1299	1125	1113	1288	2036	1507	1788	1956	850	1596	1411	1849	1397	1933
HAH_RS00985	NC_015948.1	185043	187730	+	2688	12999	18232	9373	12884	11697	12428	14156	22377	26748	23635	15986	15885	24419	22141	22876	22612	16110
HAH_RS00990	NC_015948.1	187760	188212	-	453	687	1088	518	450	459	429	487	560	885	724	666	516	665	702	713	808	744
HAH_RS00995	NC_015948.1	188215	188622	-	408	727	1084	545	540	490	482	656	588	847	677	568	392	660	576	677	635	826
HAH_RS01000	NC_015948.1	188684	189499	-	816	681	954	577	519	544	549	653	1239	637	705	744	277	560	523	847	635	741
HAH_RS01005	NC_015948.1	189724	190056	+	333	512	892	272	266	315	308	315	863	1101	789	554	446	780	588	866	606	545
HAH_RS01010	NC_015948.1	190122	190751	-	630	767	992	677	591	573	466	600	1844	1544	1313	1060	939	1337	1267	1561	1335	934
HAH_RS01015	NC_015948.1	190893	192311	-	1419	7941	10779	4945	4037	4191	4298	4646	11601	10004	8252	5983	6775	8149	8963	8366	9138	8833
HAH_RS01020	NC_015948.1	192351	192749	-	399	761	634	522	143	139	103	147	550	532	507	349	444	440	449	515	569	779
HAH_RS01025	NC_015948.1	192805	194445	-	1641	10460	12709	7782	3259	3705	3669	3169	5519	7584	6694	5416	4465	6162	7376	7245	7204	12492
HAH_RS01030	NC_015948.1	194449	195447	-	999	4978	5969	3602	1625	1877	1913	1724	2300	3534	2812	2368	2035	2773	3819	3912	3382	5859
HAH_RS01035	NC_015948.1	195444	196550	-	1107	6064	6834	4574	1933	2333	2482	2207	2704	3815	3283	2791	2355	2956	3940	4598	4044	6866
HAH_RS01040	NC_015948.1	196723	197652	-	930	3027	4505	2651	2442	2349	2334	2628	3251	4319	4260	3562	2735	3902	3411	4278	3702	3351
HAH_RS01045	NC_015948.1	197808	198641	-	834	1024	1065	548	301	305	308	334	878	2489	1632	1271	1373	1356	1797	1386	1770	1326
HAH_RS01050	NC_015948.1	198830	201199	+	2370	8890	11805	6091	3896	3734	3626	4672	12027	14983	13606	9365	8930	14390	11974	11554	12438	10941
HAH_RS01055	NC_015948.1	201405	201644	+	240	3531	3380	2188	26426	18457	17529	30018	1356	4018	2746	1944	1931	1960	3304	2007	4264	3526
HAH_RS01060	NC_015948.1	201915	202571	-	657	261	317	253	343	315	328	427	611	574	532	445	372	563	403	587	469	359
HAH_RS01065	NC_015948.1	202689	203411	+	723	17	23	18	23	31	18	18	35	61	39	38	35	32	37	39	47	23
HAH_RS01070	NC_015948.1	203675	204709	+	1035	1676	1775	1116	1112	1043	982	1235	2054	2861	2439	1656	1966	2590	2046	2121	2346	1948
HAH_RS01075	NC_015948.1	204851	206500	+	1650	7000	7981	4938	3884	3635	3915	4639	13777	12263	11171	7379	6830	10833	9284	9096	9800	8676
HAH_RS01080	NC_015948.1	206773	208284	+	1512	5394	6127	4439	5403	5161	4854	6131	8003	9705	8225	6037	5845	8268	8124	8908	8153	6300
HAH_RS01085	NC_015948.1	208284	210026	+	1743	7144	8376	5550	6383	6328	6280	7305	11281	13726	11085	7578	7758	11179	11386	11323	11359	8488
HAH_RS01090	NC_015948.1	210072	210551	-	480	502	511	347	186	219	184	208	927	686	886	787	526	712	650	939	734	508
HAH_RS01095	NC_015948.1	210591	211643	-	1053	2991	3946	2082	1398	1516	1259	1754	6985	5499	5960	4872	3820	5475	4754	5593	4891	3077
HAH_RS01100	NC_015948.1	211749	211946	-	198	2105	2389	1551	1016	1144	746	1221	4775	3541	2799	2025	2287	2556	2146	2849	2595	2457
HAH_RS01105	NC_015948.1	212195	212503	+	309	10803	13633	6686	4008	4047	3508	4882	6411	5400	3847	3438	3024	3156	4087	4103	4516	12066
HAH_RS01110	NC_015948.1	213164	214635	+	1472	239262	273297	216361	585993	588822	604330	736956	14525	133592	69610	52750	100313	124247	64957	67764	44975	285152
HAH_RS01115	NC_015948.1	214741	214812	+	72	1415	1230	1085	416	365	281	355	2786	2537	1411	906	1460	1269	1295	1114	1410	1743
HAH_RS01120	NC_015948.1	215014	217944	+	2931	429346	383580	359169	786108	841304	1139119	772022	46071	249563	138254	95918	189216	174685	120287	136001	113232	542994
HAH_RS01125	NC_015948.1	218075	218197	+	123	10205	1977	7049	4357	4660	2898	3566	1156	8899	2282	2232	6929	2444	2696	3194	4247	5455
HAH_RS01130	NC_015948.1	218586	218661	+	76	440	392	313	98	131	85	93	348	991	806	647	562	763	572	990	750	495
HAH_RS01135	NC_015948.1	219076	220188	+	1113	3070	3157	1899	1165	1397	1197	1388	4011	6783	6808	4931	4004	6978	5592	6666	5711	3431
HAH_RS01140	NC_015948.1	220199	221413	-	1215	8862	10779	7158	9982	7686	8291	9652	10530	9439	7819	5901	5784	8330	7709	6622	7655	9979
HAH_RS01145	NC_015948.1	221506	222033	-	528	3943	5011	3484	4757	3626	3517	4619	3928	3323	2449	2211	1804	2807	2345	2399	2608	4615
HAH_RS01150	NC_015948.1	222197	222823	+	627	27267	38233	19514	22158	19356	16795	23374	18811	22120	15915	13350	10302	19724	15241	18250	16256	31558
HAH_RS01155	NC_015948.1	222985	223545	+	561	4810	5652	3623	3844	3300	2922	4088	5444	6179	5057	4224	3433	5523	4123	5212	4739	5198
HAH_RS01160	NC_015948.1	223542	224681	+	1140	3791	5083	3317	4467	3803	3519	4680	4633	5226	4609	3298	2678	5099	4119	4375	4551	4232
HAH_RS01165	NC_015948.1	224690	225835	-	1146	908	1129	780	649	576	545	679	1577	2208	2229	1481	1492	2291	1700	2069	1899	1112
HAH_RS01170	NC_015948.1	226011	226424	-	414	909	1048	827	469	444	344	464	1055	1527	1417	963	971	1323	941	1155	1136	1094
HAH_RS01175	NC_015948.1	226504	226812	+	309	203	248	180	118	115	94	149	217	282	277	189	196	305	215	234	285	225
HAH_RS01180	NC_015948.1	226924	227103	+	180	823	766	632	583	558	472	723	888	1111	767	488	474	586	619	695	875	861
HAH_RS01185	NC_015948.1	227163	227495	+	333	1102	1138	835	514	493	418	551	2279	1429	1251	1061	893	1056	1224	1524	1595	1235
HAH_RS01190	NC_015948.1	227607	228476	+	870	4224	4551	3500	5193	4969	5130	6199	11910	8723	6925	4807	4991	7303	7811	8101	8760	5528
HAH_RS01195	NC_015948.1	228515	228742	-	228	1278	1213	695	747	787	599	826	1682	2142	1994	1599	1468	1849	1525	2113	1747	1408
HAH_RS01200	NC_015948.1	228941	229014	-	74	586	286	327	202	195	104	197	540	662	547	379	546	467	352	578	541	500
HAH_RS01205	NC_015948.1	229049	229726	-	678	4176	4885	3301	4281	3766	3454	4538	5066	5491	5212	4028	3369	4568	4322	5112	4622	4762
HAH_RS19815	NC_015948.1	229855	230001	-	147	5925	6634	4803	7778	6323	4376	6568	9156	5863	5753	4970	3434	4334	3074	5261	3791	6379
HAH_RS01210	NC_015948.1	230273	230614	+	342	396	537	318	292	264	217	328	505	741	583	458	490	587	352	559	530	438
HAH_RS01215	NC_015948.1	230707	232470	+	1764	5855	5800	4779	10898	7432	8324	7873	27415	7964	7515	5545	4670	7136	5928	7161	6365	6977
HAH_RS15120	NC_015948.1	232798	233272	+	475	722122	735515	555169	875620	780413	742813	966535	511098	749739	607900	401003	460013	593111	504726	521706	547134	831963
HAH_RS01220	NC_015948.1	233334	233945	+	612	1684	1841	1692	999	999	910	977	2579	3809	3054	2627	2171	3055	2548	2675	2980	2059
HAH_RS01225	NC_015948.1	233995	236055	+	2061	3138	4118	2745	2687	2538	2532	2910	4439	5851	5335	4409	3430	5345	4602	5859	4880	3658
HAH_RS01230	NC_015948.1	236233	236838	+	606	19528	22821	13629	14852	13206	12483	17963	4774	25026	20568	14075	15714	21612	22759	20267	23951	22514
HAH_RS01235	NC_015948.1	236835	237632	+	798	23499	31849	18470	20857	18657	18819	25733	6152	33687	27363	19432	20196	29013	30629	26062	31851	28476
HAH_RS01240	NC_015948.1	237625	238527	+	903	37398	51235	28112	32300	29340	28674	40239	10706	59306	47308	32119	32691	52009	54684	45236	53977	45203
HAH_RS01245	NC_015948.1	238891	239862	+	972	33827	45187	24911	25595	23703	22509	30553	8939	52294	41373	27512	29186	45389	49231	40275	47112	40564
HAH_RS01250	NC_015948.1	240021	240785	+	765	1171	1505	779	381	362	327	435	453	1406	1265	1297	929	1337	1472	1727	1568	1240
HAH_RS01255	NC_015948.1	241006	241932	+	927	33502	45171	25190	43606	40643	41402	49589	7321	54302	42015	29109	29866	45433	46907	41631	47716	40278
HAH_RS01260	NC_015948.1	241935	243014	+	1080	28316	38691	21840	37344	34394	34418	41037	6798	50618	39125	25689	26069	42583	45884	39489	45629	33850
HAH_RS01265	NC_015948.1	243014	243289	+	276	5669	6839	4414	6884	6168	5947	7819	1291	9715	6652	4580	4820	7304	7708	6653	9017	6336
HAH_RS01270	NC_015948.1	243286	243945	+	660	13738	16175	10680	15810	14301	13774	16822	3340	22337	17714	11154	12516	18972	19746	16437	21554	15836
HAH_RS01275	NC_015948.1	243942	245165	+	1224	32652	42678	24720	35314	32229	34971	38160	7803	57867	46842	30077	27607	51220	46919	37857	52216	39504
HAH_RS01280	NC_015948.1	245192	245563	+	372	8309	12560	6672	8822	8149	9013	9939	2056	17128	13084	8982	7843	14369	14306	11810	14769	10603
HAH_RS01285	NC_015948.1	245556	246827	+	1272	30877	40068	23394	27833	25303	28826	31854	6912	58664	48903	32100	29625	52700	46156	38100	52113	38315
HAH_RS01290	NC_015948.1	246977	247645	+	669	783	982	558	249	204	242	223	261	1877	1899	1292	1172	1722	1350	1852	1652	900
HAH_RS01295	NC_015948.1	247658	248371	-	714	39921	38314	30018	53804	47999	46045	61005	5821	55913	50744	35919	36725	51641	44213	46356	50787	48606
HAH_RS01300	NC_015948.1	248371	248577	-	207	8335	10163	6244	14047	12972	12289	18197	1420	15829	11515	8555	6911	10921	10093	10494	12434	10645
HAH_RS01305	NC_015948.1	248647	250809	-	2163	28040	35296	21897	16799	15490	17155	19185	7092	46517	39146	27853	21078	37492	29733	23568	35374	33844
HAH_RS01310	NC_015948.1	250845	254741	+	3897	83852	129105	55673	69545	64237	73114	78333	25172	151524	123006	87469	82104	128958	140704	131914	137345	104438
HAH_RS01315	NC_015948.1	254731	255462	+	732	11366	16618	7851	7913	7549	8456	9880	3264	21140	16711	11897	9756	16322	16660	14590	18187	14598
HAH_RS01320	NC_015948.1	255455	256216	+	762	14598	19906	9132	8128	7645	8881	9488	3971	23621	19769	12977	13371	21020	21582	18416	22220	17565
HAH_RS01325	NC_015948.1	256233	256700	-	468	3834	4501	2582	2469	2474	2296	2986	5466	4163	4272	3391	2736	3808	3309	4245	3814	3795
HAH_RS01330	NC_015948.1	256778	257551	-	774	18982	20568	17476	31082	27457	31794	35618	6538	21865	19593	15348	13173	19817	20356	24060	24855	22705
HAH_RS01335	NC_015948.1	257726	258214	+	489	568	707	390	291	254	249	316	644	510	419	339	435	417	396	497	465	653
HAH_RS01340	NC_015948.1	258253	259464	+	1212	542	867	483	327	289	346	406	656	543	556	439	325	518	541	531	608	658
HAH_RS01345	NC_015948.1	259487	260527	-	1041	10140	15419	7972	3767	3832	3336	4404	8926	7049	5990	4562	4346	5534	5979	5972	6403	11495
HAH_RS01350	NC_015948.1	261002	261196	+	195	515	455	576	617	499	399	513	1595	863	942	621	658	1005	618	1121	854	582
HAH_RS01355	NC_015948.1	261281	262000	-	720	189	218	85	69	58	78	88	315	94	106	116	50	72	75	116	72	167
HAH_RS01360	NC_015948.1	262004	265459	-	3456	807	1094	459	440	425	416	466	2006	556	608	692	300	458	543	719	527	915
HAH_RS01365	NC_015948.1	265802	266728	+	927	367	402	359	267	225	290	299	430	245	293	368	173	237	192	367	217	415
HAH_RS01370	NC_015948.1	267042	268730	+	1689	1547	2300	1135	1807	1542	1635	2199	2167	1255	1317	1628	650	1200	1220	1939	1162	1721
HAH_RS01375	NC_015948.1	269024	270181	-	1158	445	484	376	321	310	332	350	332	405	410	446	236	329	348	447	348	469
HAH_RS01380	NC_015948.1	270269	271576	-	1308	573	595	548	564	563	545	650	371	553	621	755	327	497	460	735	488	551
HAH_RS01385	NC_015948.1	271729	272904	-	1176	2218	3102	1990	3238	3260	3290	3833	3187	2748	2966	3450	1691	2686	2575	4061	2669	2620
HAH_RS01390	NC_015948.1	273088	273948	-	861	418	477	374	639	623	578	698	431	547	616	605	305	488	469	702	453	455
HAH_RS01395	NC_015948.1	273993	275075	-	1083	2127	2464	1685	1698	1493	1594	1885	2628	2549	2455	2156	1575	2408	2250	2440	2185	2419
HAH_RS01400	NC_015948.1	275801	277246	-	1446	3291	3633	2131	7441	5622	6299	7414	4500	5225	4201	2641	3100	4447	4590	4538	5029	4073
HAH_RS01405	NC_015948.1	277981	278169	-	189	69	61	50	116	89	82	129	71	88	91	66	79	92	59	108	83	84
HAH_RS01410	NC_015948.1	278559	279473	-	915	901	977	637	704	578	530	701	1555	1380	1561	1021	977	1609	1207	1508	1458	979
HAH_RS01415	NC_015948.1	279735	280451	+	717	1126	1483	677	638	677	658	830	1687	1928	1788	1223	1072	1713	1388	1752	1451	1256
HAH_RS01420	NC_015948.1	280561	282306	-	1746	1554	2000	1395	915	847	787	942	1827	2511	2378	1724	1551	2356	1933	2119	2224	1775
HAH_RS01425	NC_015948.1	282340	282966	-	627	1253	1566	914	716	623	654	733	1147	1481	1376	1178	1064	1235	1323	1420	1328	1293
HAH_RS01430	NC_015948.1	283041	283577	+	537	1189	1281	734	719	817	773	918	1156	1435	1308	864	961	1259	1284	1317	1464	1282
HAH_RS01435	NC_015948.1	283874	284977	+	1104	8196	9014	5136	7285	6896	6650	8799	10304	9046	7497	4607	5628	7809	8053	7250	8448	9417
HAH_RS01440	NC_015948.1	285165	285434	+	270	5807	8773	3586	4412	4537	3601	5018	8266	8676	7838	5787	4866	7327	5557	7015	6110	6777
HAH_RS01445	NC_015948.1	285622	287223	+	1602	2088	2478	1852	2089	1848	1952	2282	2171	3814	3968	2794	2584	4201	3253	4051	3384	2404
HAH_RS01450	NC_015948.1	287216	287926	+	711	894	880	734	722	714	689	882	737	1341	1493	829	978	1467	1119	1221	1302	1018
HAH_RS01455	NC_015948.1	288006	290090	+	2085	2812	4032	2082	1761	1754	1707	1977	5198	5551	5291	3678	3532	5507	4648	5024	4911	3164
HAH_RS01460	NC_015948.1	290236	291399	+	1164	1611	2042	1321	655	658	646	738	1467	1417	1343	1102	856	1205	1503	1512	1679	1667
HAH_RS01465	NC_015948.1	291519	291779	-	261	111	133	60	21	9	18	14	215	253	207	158	118	187	180	247	248	119
HAH_RS01470	NC_015948.1	291864	292841	-	978	4651	5898	3222	2287	2542	2454	3009	7064	9015	7468	4464	5254	7580	7310	7386	8056	5862
HAH_RS01475	NC_015948.1	292838	293773	-	936	4713	6604	3389	2503	2453	2742	2994	7660	8916	7603	5154	5219	7903	7556	8030	8189	5526
HAH_RS01480	NC_015948.1	293868	294143	-	276	909	896	724	773	683	520	758	881	1059	788	631	600	740	601	798	736	970
HAH_RS01485	NC_015948.1	294198	295529	-	1332	55	64	52	37	29	39	42	87	69	65	53	55	48	52	70	64	60
HAH_RS01490	NC_015948.1	295765	298551	+	2787	3874	5746	3934	8939	7219	8453	9683	4189	6552	5905	4265	3654	6307	5531	6267	6091	4500
HAH_RS01495	NC_015948.1	298551	299150	+	600	745	786	756	1524	1080	1350	1531	774	986	923	592	686	934	801	865	982	790
HAH_RS01500	NC_015948.1	299153	300589	+	1437	2070	3118	2026	4928	3999	5127	5563	2601	3570	3397	2259	1847	3436	2982	2768	3289	2533
HAH_RS01505	NC_015948.1	300592	302205	+	1614	1647	1978	1474	3030	2397	3022	3403	1914	2597	2327	1656	1397	2466	2121	1805	2336	1794
HAH_RS01510	NC_015948.1	302250	302645	+	396	462	470	258	206	217	199	219	346	364	345	348	250	379	360	441	339	445
HAH_RS01515	NC_015948.1	302742	303074	-	333	286	253	222	256	266	245	432	2864	457	381	218	313	400	411	325	481	369
HAH_RS01520	NC_015948.1	303269	304054	+	786	593	636	382	161	161	142	213	498	460	409	320	329	381	354	364	417	543
HAH_RS01525	NC_015948.1	304082	305041	-	960	3294	4104	2809	2351	2249	2104	2494	4165	4445	4700	3186	2962	4483	3648	4076	3929	3670
HAH_RS01530	NC_015948.1	305185	306471	+	1287	590	726	294	975	637	782	968	4754	856	730	402	519	653	752	714	814	702
HAH_RS01535	NC_015948.1	306468	307676	+	1209	697	995	334	895	679	761	946	5542	1198	918	616	666	909	865	746	875	838
HAH_RS01540	NC_015948.1	307793	308095	+	303	188	339	119	51	60	54	67	609	242	186	200	186	174	223	224	201	231
HAH_RS01545	NC_015948.1	308122	308679	-	558	4829	5857	2959	2234	2207	1971	2710	7173	8877	7567	4621	6348	7936	6359	6537	6620	6045
HAH_RS01550	NC_015948.1	308769	309653	+	885	2813	4130	1849	813	877	712	932	2933	3607	3153	2380	2007	2875	2978	2295	2921	3035
HAH_RS01555	NC_015948.1	309796	310971	+	1176	1061	1115	772	592	582	574	648	1659	1493	1355	1013	961	1159	1309	1360	1312	1154
HAH_RS01560	NC_015948.1	311096	311755	+	660	2057	2188	1439	1220	1125	1029	1399	4135	4567	4760	3023	3663	4887	3652	4710	4077	2523
HAH_RS01565	NC_015948.1	311776	312708	-	933	11052	13837	6993	6801	7050	6317	7572	12295	14275	13063	8593	8727	12141	12574	14132	12158	12762
HAH_RS01570	NC_015948.1	312923	313153	+	231	18	9	8	6	8	3	8	15	7	8	8	6	5	5	4	11	8
HAH_RS01575	NC_015948.1	313290	313964	-	675	1698	2350	2053	9821	9151	9382	12328	1389	17474	14779	7426	6973	14475	7391	7769	12304	4007
HAH_RS01580	NC_015948.1	313951	314649	-	699	2582	3948	1996	13055	12158	10971	13921	1682	18627	16849	8149	10793	18125	13044	15250	16259	4599
HAH_RS01585	NC_015948.1	314915	315319	-	405	4100	4369	1978	1761	1897	1921	1942	22512	8811	8057	4815	5776	6299	12080	10728	18362	5655
HAH_RS01590	NC_015948.1	315634	316614	-	981	1354	1490	1095	990	977	900	1045	1724	2245	1929	1320	1481	1996	1504	1830	1839	1658
HAH_RS19820	NC_015948.1	316697	316834	-	138	101	66	188	95	117	76	72	53	84	58	49	46	55	39	64	88	85
HAH_RS01595	NC_015948.1	316979	317146	+	168	124	110	92	44	63	46	46	68	50	59	83	53	58	65	73	61	104
HAH_RS01600	NC_015948.1	317172	317744	-	573	200	272	188	118	121	177	153	405	140	151	208	87	133	156	252	174	243
HAH_RS01605	NC_015948.1	317893	318366	+	474	88	96	52	27	33	38	43	165	118	105	96	67	112	110	178	109	96
HAH_RS01610	NC_015948.1	318395	318919	-	525	316	341	236	161	153	115	147	362	373	344	263	288	343	284	281	339	314
HAH_RS01615	NC_015948.1	319065	319439	+	375	12320	12758	10319	12655	11368	9882	11990	10354	14633	12442	9976	8984	11773	10689	14800	12580	14883
HAH_RS01620	NC_015948.1	319562	320107	+	546	877	728	940	420	444	411	410	1242	1027	1252	1248	766	938	772	1199	1094	1022
HAH_RS01625	NC_015948.1	320172	320444	+	273	83	53	58	19	27	26	23	188	82	76	70	38	51	60	98	105	65
HAH_RS01630	NC_015948.1	320501	321670	+	1170	3082	3589	2725	3406	3225	3151	3453	4703	6269	6025	4302	4012	6372	5177	5933	5672	3781
HAH_RS01635	NC_015948.1	321667	322428	+	762	2648	2892	2007	2536	2124	2261	2442	3969	5219	4878	3182	3468	5205	4238	4585	4371	3043
HAH_RS01640	NC_015948.1	322428	323216	+	789	2302	2108	1968	1843	1649	1623	1761	3859	4466	4540	2656	2838	4375	2833	2773	3759	2729
HAH_RS01645	NC_015948.1	323253	323978	-	726	1367	2878	545	230	258	249	256	967	1338	1138	886	693	1005	1713	945	1761	1458
HAH_RS01650	NC_015948.1	324195	324449	+	255	41	83	42	14	24	14	25	128	37	37	39	34	33	35	33	53	73
HAH_RS01655	NC_015948.1	324454	324999	+	546	94	83	66	26	35	29	53	111	49	76	68	48	52	62	58	66	89
HAH_RS01660	NC_015948.1	325075	326538	+	1464	4113	5194	3258	3263	2924	2889	3517	6510	7457	7216	4731	4625	7164	5527	5201	5757	4944
HAH_RS01665	NC_015948.1	326634	326867	+	234	315	325	323	299	267	237	327	466	630	582	482	400	614	432	644	579	375
